position,player,conference,salary,asof,source_doc,tab name
PK,"Sanders, Jason MIA PK",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Taylor, Tory CHI PN",NFC,1.03,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Heyward, Cameron PIT DT",NFC,12.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Granderson, Carl NOS DE",NFC,9.12,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Okereke, Bobby NYG LB",AFC,7.29,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"McDuffie, Trent KCC CB",NFC,3.19,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Simmons, Justin FA S",AFC,5.96,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Lawrence, Trevor JAC QB",NFC,17.13,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Hall, Breece NYJ RB",NFC,11.66,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Lamb, CeeDee DAL WR",AFC,22.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Goedert, Dallas PHI TE",AFC,5.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"McLaughlin, Chase TBB PK",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Bates, Jake DET PK",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Mann, Braden PHI PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Heyward, Cameron PIT DT",AFC,11.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Parsons, Micah DAL DE",NFC,9.02,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Warner, Fred SFO LB",AFC,7.2,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Still, Tarheeb LAC CB",NFC,3.04,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Hooker, Amani TEN S",NFC,5.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Cousins, Kirk ATL QB",NFC,15.68,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Hall, Breece NYJ RB",AFC,11.66,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Adams, Davante LAR WR",AFC,21.78,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Engram, Evan DEN TE",AFC,5.89,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Fairbairn, Ka'imi HOU PK",NFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Lutz, Wil DEN PK",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Wright, Ryan MIN PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Williams, Leonard SEA DT",NFC,11.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Phillips, Jaelan MIA DE",NFC,8.55,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Brooks, Jordyn MIA LB",NFC,6.96,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Horn, Jaycee CAR CB",NFC,3.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Bynum, Camryn IND S",NFC,5.7,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Herbert, Justin LAC QB",NFC,15.14,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Montgomery, David DET RB",NFC,11.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Brown, A.J. PHI WR",AFC,21.02,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Freiermuth, Pat PIT TE",AFC,5.7,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Myers, Jason SEA PK",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Moody, Jake SFO PK",AFC,1.09,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Morstead, Thomas SFO PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Williams, Quinnen NYJ DT",AFC,11.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Cooper, Jonathon DEN DE",AFC,8.42,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Bolton, Nick KCC LB",NFC,6.75,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Horn, Jaycee CAR CB",AFC,2.85,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Hufanga, Talanoa DEN S",NFC,5.38,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Herbert, Justin LAC QB",AFC,14.17,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Chubb, Nick HOU RB",AFC,11.08,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Aiyuk, Brandon SFO WR",NFC,20.57,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"McBride, Trey ARI TE",NFC,5.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"McLaughlin, Chase TBB PK",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Ryland, Chad ARI PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Fox, Jack DET PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Lawrence, Dexter NYG DT",AFC,11.19,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Gary, Rashan GBP DE",AFC,8.09,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Jones, Ernest SEA LB",AFC,6.75,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Moore, Kenny IND CB",AFC,2.79,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Joseph, Kerby DET S",NFC,5.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Tagovailoa, Tua MIA QB",NFC,13.6,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Jones, Aaron MIN RB",NFC,10.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Sutton, Courtland DEN WR",NFC,20.33,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"McBride, Trey ARI TE",AFC,5.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Carlson, Daniel LVR PK",AFC,1.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Santos, Cairo CHI PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Dixon, Riley TBB PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Jones, Chris KCC DT",AFC,11.11,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Sweat, Montez CHI DE",AFC,7.98,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Pratt, Germaine LVR LB",NFC,6.6,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Ward, Charvarius IND CB",NFC,2.6,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"McKinney, Xavier GBP S",AFC,5.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Lawrence, Trevor JAC QB",AFC,13.59,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Robinson, Bijan ATL RB",AFC,9.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Moore, D.J. CHI WR",NFC,20.24,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Kmet, Cole CHI TE",NFC,5.23,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Cooke, Logan JAC PN",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"McPherson, Evan CIN PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Hayball, Matthew NOS PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Simmons, Jeffery TEN DT",NFC,10.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Sweat, Montez CHI DE",NFC,7.67,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"David, Lavonte TBB LB",AFC,6.4,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Campbell, Tyson JAC CB",AFC,2.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Metellus, Josh MIN S",AFC,5.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Smith, Geno LVR QB",AFC,13.29,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Jeanty, Ashton LVR RB",NFC,9.82,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Chase, Ja'Marr CIN WR",AFC,18.74,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Higbee, Tyler LAR TE",AFC,5.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Stout, Jordan BAL PN",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Elliott, Jake PHI PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Anger, Bryan DAL PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Madubuike, Nnamdi BAL DT",NFC,9.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Burns, Brian NYG DE",AFC,7.67,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Oluokun, Foyesade JAC LB",AFC,6.3,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Johnson, Taron BUF CB",AFC,2.41,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Jones, Brandon DEN S",AFC,5.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Stafford, Matthew LAR QB",NFC,12.89,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Jeanty, Ashton LVR RB",AFC,9.82,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Smith, DeVonta PHI WR",NFC,18.66,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Smith, Jonnu PIT TE",AFC,4.56,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Dixon, Riley TBB PN",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Gay, Matt WAS PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Townsend, Tommy HOU PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Onyemata, David ATL DT",NFC,7.62,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Van Ginkel, Andrew MIN DE",NFC,7.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Owusu-Koramoah, Jeremiah CLE LB",NFC,5.95,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Humphrey, Marlon BAL CB",NFC,2.32,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Fitzpatrick, Minkah MIA S",AFC,5.23,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Love, Jordan GBP QB",NFC,10.48,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Stevenson, Rhamondre NEP RB",NFC,9.56,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Aiyuk, Brandon SFO WR",AFC,17.58,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Okonkwo, Chigoziem TEN TE",NFC,4.51,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Townsend, Tommy HOU PN",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Gano, Graham NYG PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Araiza, Matt KCC PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Robinson, A'Shawn CAR DT",NFC,7.6,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Highsmith, Alex PIT DE",AFC,7.27,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Okereke, Bobby NYG LB",NFC,5.89,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Davis, Carlton NEP CB",NFC,2.26,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Dugger, Kyle NEP S",NFC,5.2,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Love, Jordan GBP QB",AFC,10.45,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Pollard, Tony TEN RB",AFC,8.89,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Higgins, Tee CIN WR",NFC,17.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Okonkwo, Chigoziem TEN TE",AFC,4.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Sanders, Jason MIA PK",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Butker, Harrison KCC PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Gillan, Jamie NYG PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Payne, Da'Ron WAS DT",NFC,7.26,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Mack, Khalil LAC DE",AFC,7.2,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Pratt, Germaine LVR LB",AFC,5.6,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Jones, Marcus NEP CB",NFC,2.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"James, Derwin LAC S",NFC,5.15,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Wilson, Russell NYG QB",NFC,10.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Hubbard, Chuba CAR RB",NFC,8.68,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Hopkins, DeAndre BAL WR",NFC,16.72,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Kincaid, Dalton BUF TE",NFC,4.47,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Bates, Jake DET PK",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Koo, Younghoe ATL PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Hekker, Johnny TEN PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Campbell, Calais ARI DT",NFC,7.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Landry, Harold NEP DE",AFC,7.2,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Williams, Quincy NYJ LB",AFC,5.58,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Lenoir, Deommodore SFO CB",AFC,2.07,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Hooker, Amani TEN S",AFC,4.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Rodgers, Aaron PIT QB",NFC,10.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Kamara, Alvin NOS RB",AFC,8.49,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Evans, Mike TBB WR",AFC,16.34,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Freiermuth, Pat PIT TE",NFC,4.12,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Carlson, Daniel LVR PK",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Folk, Nick FA PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Martin, Sam CAR PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Oliver, Ed BUF DT",AFC,6.91,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Rousseau, Gregory BUF DE",AFC,6.7,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Greenlaw, Dre DEN LB",NFC,5.51,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Davis, Carlton NEP CB",AFC,2.02,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Williams, Evan GBP S",NFC,4.59,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Richardson, Anthony IND QB",NFC,9.94,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Walker III, Kenneth SEA RB",NFC,8.42,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Kupp, Cooper SEA WR",NFC,15.84,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Bowers, Brock LVR TE",NFC,4.02,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Moody, Jake SFO PK",NFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Gonzalez, Zane FA PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Johnston, Cam PIT PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Madubuike, Nnamdi BAL DT",AFC,6.72,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Sweat, Josh ARI DE",AFC,6.53,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Wilson, Logan CIN LB",AFC,5.42,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Diggs, Trevon DAL CB",AFC,2.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Pinnock, Jason SFO S",AFC,4.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Fields, Justin NYJ QB",NFC,9.74,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Walker III, Kenneth SEA RB",AFC,8.42,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Moore, D.J. CHI WR",AFC,15.39,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Gesicki, Mike CIN TE",NFC,4.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Sanders, Jason MIA PK",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Prater, Matt FA PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Rehkow, Ryan CIN PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Ford, Poona LAR DT",NFC,6.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Highsmith, Alex PIT DE",NFC,6.37,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Edwards, T.J. CHI LB",NFC,5.38,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Lewis, Jourdan JAC CB",NFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"McKinney, Xavier GBP S",NFC,4.31,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Stafford, Matthew LAR QB",AFC,9.69,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Robinson, Bijan ATL RB",NFC,8.38,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Lockett, Tyler TEN WR",AFC,15.16,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Waller, Darren MIA TE",NFC,4.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Bates, Jake DET PK",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Romo, John Parker NEP PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Sanchez, Rigoberto IND PN",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Oliver, Ed BUF DT",NFC,6.48,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Hendrickson, Trey CIN DE",NFC,5.45,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"David, Lavonte TBB LB",NFC,5.38,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Diggs, Trevon DAL CB",NFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Fuller, Jordan ATL S",NFC,4.2,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Mayfield, Baker TBB QB",NFC,9.33,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Hubbard, Chuba CAR RB",AFC,8.29,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Waddle, Jaylen MIA WR",NFC,14.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Loveland, Colston CHI TE",NFC,3.93,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Lutz, Wil DEN PK",AFC,1.1,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Grupe, Blake NOS PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Fox, Jack DET PN",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Jarrett, Grady CHI DT",NFC,5.5,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Reddick, Haason TBB DE",NFC,5.45,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Dodson, Tyrel MIA LB",AFC,5.38,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Amadi, Ugo NOS CB",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Bell, Vonn FA S",AFC,4.03,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Williams, Caleb CHI QB",AFC,8.79,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Hampton, Omarion LAC RB",NFC,8.23,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Samuel, Deebo WAS WR",AFC,14.52,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Loveland, Colston CHI TE",AFC,3.93,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Bojorquez, Corey CLE PN",NFC,1.09,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Myers, Jason SEA PK",NFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Gillikin, Blake ARI PN",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Butler, Adam LVR DT",NFC,5.4,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Bosa, Joey BUF DE",NFC,5.43,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Dean, Nakobe PHI LB",NFC,5.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Slay, Darius PIT CB",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Lake, Quentin LAR S",AFC,3.99,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Richardson, Anthony IND QB",AFC,8.38,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Mason, Jordan MIN RB",NFC,7.6,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Ridley, Calvin TEN WR",NFC,14.11,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Likely, Isaiah BAL TE",NFC,3.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Stout, Jordan BAL PN",AFC,1.09,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Ryland, Chad ARI PK",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Rehkow, Ryan CIN PN",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Turner, Kobie LAR DT",AFC,5.38,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Van Noy, Kyle BAL DE",NFC,5.4,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Sherwood, Jamien NYJ LB",AFC,5.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
CB,"Surtain II, Patrick DEN CB",AFC,1.9,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
S,"Byard, Kevin CHI S",NFC,3.8,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
QB,"Fields, Justin NYJ QB",AFC,8.08,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
RB,"Williams, Kyren LAR RB",NFC,7.46,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
WR,"Samuel, Deebo WAS WR",NFC,14.08,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
TE,"Likely, Isaiah BAL TE",AFC,3.87,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK/PN,"Moody, Jake SFO PK",AFC,1.09,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PK,"Gonzalez, Zane FA PK",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
PN,"Anger, Bryan DAL PN",AFC,1.0,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DT,"Stewart, Grover IND DT",NFC,5.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
DE,"Bonitto, Nik DEN DE",NFC,5.39,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
LB,"Dean, Nakobe PHI LB",AFC,5.35,2025-09-03 14:03,2025 ADL Contract Admin,Jul1 Sal
